rowid,lat,lon,abnb_tot_reviews_per_month,h_cat1txt,h_country,local200_n_agrupaciones,local300_n_shops24h,tp_reviews_med,h_name,cad_tot_srf_hotels,fl_n_user,h_locality,rn_med_tramo,tp_reviews_avg,h_subadministrativearea,local200_n_prox_noalim,tp_pricerange_med,fl_txt_madrid,h_phone,local300_n_restaurants,tp_pricerange_avg,local200_n_alojamiento,tp_offers_tot,local200_n_prox_supers,local200_n_prox_fresco,rn_ab_tot_price,local300_n_locutoris,tp_rating_med,tp_pricerange_3,h_language,local200_n_locales,tp_pricerange_2,local200_n_sex,rn_ab_min_price,tp_pricerange_tot,local200_n_epigrafes,rn_ab_avg_price,local200_n_shops24h,h_longitude,rn_ab_offer,rn_ab_med_price,fl_n_date,cad_pk,abnb_tot_owners,fl_n_tourists,local300_n_locales,tp_pk,abnb_tot_beds,local300_n_epigrafes,rn_ab_max_price,local200_n_locutoris,local300_n_agrupaciones,abnb_tot_hosts_listings,local200_n_fiesta,abnb_tot_offer,rn_fc_min_price,abnb_tot_reviews,h_body,h_cat1cod,local300_n_vacios,local200_n_desconocidos,h_cat2txt,tp_reviews_tot,fl_n_posts,abnb_tot_price,local300_n_prox_noalim,local300_n_sex,h_cat3txt,tp_rating_avg,fc_tot_offer,h_title,h_fax,rn_fc_offer,local200_n_restaurants,cad_tot_hotels,cad_tot_hab,local300_n_alquillercoche,tp_rating_min,local200_n_prox_educacion,abnb_pk,h_email,cad_tot_houses,local200_n_prox_alcohol,local300_n_prox_supersbig,h_web,fl_tag_madrid,local200_n_prox_supersbig,local300_n_prox_supers,h_zipcode,local300_n_prox_pastelerias,local300_n_prox_alcohol,tp_pricerange_1,tp_pricerange_0,fc_tot_owners,tp_rating_max,local200_n_prox_pastelerias,cad_tot_srf_houses,local200_n_vacios,rn_fc_max_price,h_latitude,rn_fc_avg_price,local200_n_shops,local200_n_alquillercoche,local300_n_fiesta,h_cat3cod,h_id,tp_rating_tot,cad_tot_parcs,h_address,h_cat2cod,local300_n_prox_fresco,local300_n_alojamiento,local300_n_desconocidos,rn_fc_med_price,fc_avg_price,tp_reviews_max,local300_n_shops,fl_n_locals,local300_n_prox_educacion,rn_fc_tot_price,tp_reviews_min,cad_med_consq
9676,-3.776391,40.384133,,,,0,0,,,,,,,,,1,,,,10,,0,,1,8,,4,,,,52,,0,,,31,,0,,,,,,,,110,,,55,,3,0,,0,,500,,,,1,0,,,,,4,0,,,1,,,1,4,,,0,,0,,,,1,0,,,0,2,,2,1,,,1,,2,,0,500,,500,0,0,0,,,,,,,9,0,0,500,11.3636363636364,,0,,1,500,,
9677,-3.777324,40.465267,,,,0,0,,,0,,,10,,,0,,,,1,,0,,0,0,,0,,,,5,,0,,,5,,0,,,,,323,,,12,,,10,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,10,0,,2,,,8,0,0,,,0,0,,0,0,,,,,0,537,0,,,,0,0,0,,,,2,,,0,0,0,,,,0,,3,,,3
9678,-3.776409,40.385693,,,,0,0,,,,1,,,,,1,,0,,7,,0,,0,4,,3,,,,37,,0,,,21,,0,,,,1,,,0,68,,,38,,2,0,,0,,,,,,0,0,,,1,,1,0,,,,,,,4,,,0,,0,,,,0,0,,1,0,1,,1,1,,,,,0,,0,,,,0,0,0,,,,,,,7,0,0,,,,0,1,0,,,
9679,-3.777342,40.466828,,,,0,0,,,0,,,10,,,0,,,,1,,0,,0,0,,0,,,,6,,0,,,6,,0,,,,,324,,,14,,,11,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,0,19,0,,2,,,14,0,0,,,0,0,,0,0,,,,,0,963,0,,,,0,0,0,,,,5,,,0,0,0,,,,0,,6,,,3
9680,-3.776427,40.387253,,,,0,0,,,,,,,,,0,,,,2,,0,,0,0,,0,,,,5,,0,,,4,,0,,,,,,,,18,,,9,,0,0,,0,,,,,,0,0,,,,,1,0,,,,,,,2,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
9681,-3.77736,40.468388,,,,0,0,,,0,,,10,,,0,,,,1,,0,,0,0,,0,,,,5,,0,,,5,,0,,,,,325,,,12,,,11,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,25,0,,3,,,19,0,0,,,0,0,,0,0,,,,,0,3707,0,,,,0,0,0,,,,10,,,0,0,0,,,,0,,5,,,3
9682,-3.776444,40.388813,,,,,0,,,,,,,,,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,8,,,6,,,0,,,,,,,,0,,,,,,1,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
9683,-3.777378,40.469948,,,,0,0,,,0,,,10,,,0,,,,0,,0,,0,0,,0,,,,4,,0,,,4,,0,,,,,326,,,5,,,5,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,11,0,,3,,,8,0,0,,,0,0,,0,0,,,,,0,1562,0,,,,0,0,0,,,,3,,,0,0,0,,,,0,,3,,,2.2254
9684,-3.776462,40.390374,,,,0,0,,,,1,,,,,0,,0,,0,,0,,0,0,,0,,,,1,,0,,,0,,0,,,,1,,,0,2,,,1,,0,0,,0,,,,,,0,0,,,1,,0,0,,,,,,,0,,,0,,0,,,,0,0,,1,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,1,0,,,
9685,-3.777396,40.471508,,,,0,0,,,0,,,10,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,327,,,3,,,3,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,3,0,,1,,,2,0,0,,,0,0,,0,0,,,,,0,587,0,,,,0,0,0,,,,1,,,0,0,0,,,,0,,1,,,2
9686,-3.77648,40.391934,,,,0,0,,,,,,8,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,0,,0,,,,,,,,2,,,1,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
9687,-3.777414,40.473069,,,,0,0,,,0,,,10,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,328,,,2,,,2,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,56,0,,0,,,35,0,0,,,0,0,,0,0,,,,,0,5551,0,,,,0,0,0,,,,7,,,0,0,0,,,,0,,0,,,2
9688,-3.776498,40.393494,,,,0,0,,,,,,8,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,,,,12,,,5,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,1,,,
9689,-3.777432,40.474629,,,,,0,,,0,,,10,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,329,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,0,24,0,,,,,15,,0,,,,0,,0,0,,,,,,2379,,,,,,,0,,,,3,,,0,0,0,,,,0,,0,,,2
9690,-3.776516,40.395055,,,,0,0,,,0,1,,7,,,0,,0,,2,,0,,1,0,,0,,,,12,,0,,,7,,0,,,,1,309,,0,56,,,20,,0,0,,0,,,,,,4,0,,,2,,0,0,,,,,,,1,0,228,0,,0,,,139,0,0,,2,0,1,,0,0,,,,,0,10855,0,,,,0,0,0,,,,4,,,0,0,0,,,,0,2,1,,,5.5
9691,-3.776068,40.356047,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
9692,-3.777919,40.516756,,,,,0,,,0,,,6,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,330,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,0,27,0,,,,,15,,0,,,,0,,0,0,,,,,,802,,,,,,,0,,,,5,,,0,0,0,,,,0,,0,,,8
9693,-3.776534,40.396615,,,,0,0,,,0,,,8,,,0,,,,4,,0,,1,0,,0,,,,17,,0,,,9,,0,,,,,310,,,65,,,24,,0,0,,0,,,,,,2,0,,,,,0,0,,,,,,,1,0,82,0,,0,,,48,0,0,,,0,1,,0,0,,,,,0,2997,0,,,,0,0,0,,,,26,,,0,0,0,,,,0,,1,,,7
9694,-3.777937,40.518316,,,,0,0,,,0,,,6,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,331,,,5,,,3,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,191,0,,0,,,110,0,0,,,0,0,,0,0,,,,,0,6196,0,,,,0,0,0,,,,17,,,0,0,0,,,,0,,0,,,8
9695,-3.776552,40.398175,1.85,,,0,0,,,0,1,,8,,,0,,0,,2,,0,,0,0,1277.5,0,,,,2,,0,1277.5,,1,1277.5,0,,1,1277.5,1,311,1,0,31,,4,16,1277.5,0,0,2,0,1,,31,,,0,0,,,1,42,1,0,,,,,,,0,0,88,0,,0,34,,41,0,0,,1,0,1,,0,0,,,,,0,2556,0,,,,0,0,0,,,,9,,,0,0,0,,,,0,1,0,,,7
9696,-3.777955,40.519877,,,,0,0,20,,0,2,,6,20.5,,0,2,0,,21,2,0,4,0,0,,0,3.5,1,,14,2,0,,3,4,,0,,,,2,332,,0,98,54,,37,,0,0,,0,,840,,,,0,0,,82,10,,2,0,,3.5,1,,,1,0,0,572,0,3,0,,,312,0,0,,1,0,1,,0,0,1,0,1,4,0,25093,0,840,,840,0,0,0,,,3,32,,,6,0,0,840,10.9090909090909,28,0,10,0,840,14,7
9697,-3.77657,40.399735,,,,0,0,,,0,1,,4,,,0,,0,,3,,0,,0,0,,0,,,,3,,0,,,2,,0,,,,1,312,,0,44,,,17,,0,0,,0,,,,,,0,0,,,1,,1,0,,,,,,,0,0,299,0,,0,,,137,0,0,,1,0,1,,0,0,,,,,0,17608,0,,,,0,0,0,,,,6,,,1,0,0,,,,0,1,0,,,4
9698,-3.777973,40.521437,,,,0,0,,,0,,,9,,,2,,,,23,,0,,0,2,,0,,,,72,,0,,,27,,0,,,,,333,,,112,,,39,,0,0,,0,,,,,,0,0,,,,,2,0,,,,,,,19,0,108,0,,0,,,54,0,0,,,0,1,,0,0,,,,,0,3816,0,,,,0,0,0,,,,21,,,7,0,0,,,,0,,0,,,5
9699,-3.776588,40.401296,,,,0,0,,,,,,,,,0,,,,3,,0,,1,0,,0,,,,17,,0,,,5,,0,,,,,,,,42,,,17,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,,,0,,0,,,,0,0,,,0,1,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,1,0,0,,,,0,,0,,,
9700,-3.777991,40.522997,,,,0,0,,,,,,9,,,2,,,,23,,0,,0,2,,0,,,,42,,0,,,24,,0,,,,,,,,105,,,37,,0,0,,0,,,,,,0,0,,,,,2,0,,,,,,,8,,,0,,2,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,3,0,0,,,,0,,2,,,
9701,-3.776606,40.402856,,,,,0,,,,,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,20,,,7,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,1,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
9702,-3.550036,40.365145,,,,,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,,,0,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
9703,-3.550709,40.447844,,,,,0,,,,1,,8,,,,,0,,1,,,,,,,0,,,,,,,,,,,,,,,1,,,0,1,,,1,,,0,,,,,,,,0,,,,1,,0,0,,,,,,,,,,0,,,,,,,0,,0,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,1,0,,,
9704,-3.550722,40.449405,,,,0,0,,,,,,,,,0,,,,2,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,,,,17,,,8,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,1,,,,0,,0,,,
9705,-3.550735,40.450965,,,,0,0,,,,,,,,,0,,,,4,,0,,0,0,,0,,,,17,,0,,,6,,0,,,,,,,,27,,,14,,0,0,,0,,,,,,0,1,,,,,0,0,,,,,,,2,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,1,,,,0,,0,,,
9706,-3.550748,40.452525,,,,0,0,,,,1,,,,,0,,0,,3,,0,,0,0,,0,,,,13,,0,,,6,,0,,,,1,,,0,25,,,13,,0,0,,0,,,,,,0,1,,,1,,0,0,,,,,,,1,,,0,,0,,,,0,0,,0,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,1,,,,0,1,0,,,
9707,-3.55076,40.454086,,,,0,0,,,,,,,,,0,,,,1,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,,,,8,,,4,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,1,,,,0,,0,,,
9708,-3.550773,40.455646,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
9709,-3.550468,40.418198,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,5,,,0,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,
9710,-3.55048,40.419758,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
9711,-3.549947,40.354223,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
9712,-3.549972,40.357343,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
9713,-3.549998,40.360464,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
9714,-3.720477,40.44379,,,,0,0,,,0,1,,10,,,0,,0,,1,,0,,0,0,,0,,,,3,,0,,,2,,0,,,,1,1355,,0,13,,,8,,0,0,,0,,,,,,0,0,,,2,,0,0,,,,,,,0,0,15,0,,0,,,7,0,0,,1,0,0,,0,0,,,,,0,811,0,,,,0,0,0,,,,1,,,0,0,0,,,,0,2,0,,,3
9715,-3.72091,40.484358,,,,0,0,,,0,,,5,,,3,,,,30,,0,,3,23,,4,,,,143,,0,,,59,,0,,,,,1369,,,343,,,104,,2,1,,0,,,,,,0,0,,,,,13,0,,,,,,,9,0,502,0,,3,,,237,0,0,,,0,6,,4,0,,,,,2,18480,0,,,,0,0,0,,,,6,,,31,0,0,,,,0,,6,,,7
9716,-3.720061,40.404782,,,,0,0,,,0,,,8,,,1,,,,25,,0,,0,2,,1,,,,42,,0,,,28,,0,,,,,1343,,,176,,,84,,0,0,,0,,850,,,,0,0,,,,,7,0,,,1,,,1,7,0,1541,0,,1,,,664,0,0,,,0,2,,2,0,,,1,,0,56832,0,850,,850,0,0,0,,,,19,,,12,0,0,850,13.7096774193548,,0,,4,850,,6
9717,-3.720493,40.44535,,,,0,0,,,,2,,10,,,0,,0,,2,,0,,0,0,,0,,,,8,,0,,,7,,0,,,,2,,,2,23,,,12,,0,0,,0,,,,,,0,0,,,2,,0,0,,,,,,,0,,,0,,1,,,,0,0,,1,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,0,2,,,
9718,-3.720927,40.485918,,,,0,0,,,0,1,,10,,,3,,0,,14,,0,,3,9,,2,,,,56,,0,,,34,,0,,,,1,1370,,0,127,,,54,,0,0,,0,,1000,,,,0,0,,,1,,5,0,,,1,,,1,9,0,1135,0,,1,,,637,0,0,,1,0,4,,2,0,,,1,,2,61121,0,1000,,1000,0,0,0,,,,37,,,16,0,0,1000,13.3333333333333,,0,1,1,1000,,4
9719,-3.720077,40.406343,1.69,,,0,0,22,,0,1,,8,22,,2,2,0,,26,2,0,1,1,5,,0,3.5,0,,76,1,0,,1,43,,0,,,,1,1344,1,0,186,289,1,86,,0,0,1,0,1,,9,,,0,0,,22,1,21,5,0,,3.5,,,,,13,0,622,0,3.5,1,443,,259,0,0,,0,0,4,,3,0,0,0,,3.5,1,22038,0,,,,0,0,0,,,1,8,,,13,1,0,,,22,0,1,2,,22,6
9720,-3.72051,40.446911,,,,0,0,,,,1,,10,,,0,,0,,4,,0,,0,0,,0,,,,13,,0,,,9,,0,,,,1,,,0,33,,,19,,0,0,,0,,,,,,0,0,,,1,,0,0,,,,,,,3,,,0,,2,,,,0,0,,1,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,1,6,,,
9721,-3.719662,40.367335,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,4,,,3,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
9722,-3.720944,40.487478,,,,0,0,21,,0,,,10,21,,3,1,,,10,1,0,1,2,1,,0,4,0,,34,0,0,,1,23,,0,,,,,1371,,,73,305,,42,,0,1,,0,,,,,,0,0,,21,,,3,0,,4,,,,,7,0,472,0,4,0,,,298,0,0,,,0,6,,3,0,1,0,,4,1,16897,0,,,,0,0,0,,,1,13,,,13,0,0,,,21,0,,1,,21,4
9723,-3.720094,40.407903,0.24,,,0,0,,,0,,,8,,,4,,,,36,,1,,2,9,4532.08333333333,0,,,,126,,0,1794.58333333333,,67,2266.04166666667,0,,2,2266.04166666667,,1345,2,,242,,6,96,2737.5,0,1,2,0,2,,13,,,1,0,,,,149,5,0,,,,,,,15,0,203,0,,1,444,,84,0,0,,,0,3,,3,0,,,,,3,8742,1,,,,0,0,0,,,,2,,,9,1,0,,,,0,,5,,,5
9724,-3.720527,40.448471,,,,0,0,,,,1,,10,,,0,,0,,5,,0,,0,0,,0,,,,12,,0,,,7,,0,,,,36,,,0,31,,,15,,0,0,,0,,,,,,0,0,,,53,,0,0,,,,,,,2,,,0,,3,,,,0,0,,28,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,53,8,,,
9725,-3.719679,40.368895,,,,0,0,,,0,,,3,,,0,,,,0,,0,,0,0,,0,,,,5,,0,,,4,,0,,,,,1330,,,10,,,8,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,12,0,,1,,,8,0,0,,,0,0,,0,0,,,,,0,380,0,,,,0,0,0,,,,4,,,0,0,0,,,,0,,1,,,6
9726,-3.72096,40.489039,,,,0,0,,,0,2,,10,,,1,,3,,11,,0,,0,1,,0,,,,10,,0,,,9,,0,,,,2,1372,,2,84,,,42,,0,1,,0,,,,,,0,0,,,3,,4,0,,,,,,,2,0,137,0,,0,,,103,0,0,,1,0,4,,2,0,,,,,1,6604,0,,,,0,0,0,,,,29,,,10,0,0,,,,0,1,0,,,3
9727,-3.720111,40.409463,3.04,,,0,0,20,,0,,,8,20,,1,2,,,32,2,1,1,0,1,1064.58333333333,0,4,0,,52,1,0,1064.58333333333,1,30,1064.58333333333,0,,1,1064.58333333333,,1346,2,,257,290,2,97,1064.58333333333,0,1,3,0,2,1200,74,,,1,0,,20,,60,2,0,,4,2,,,2,8,0,1239,0,4,1,445,,537,0,0,,,0,3,,5,0,0,0,1,4,1,46409,1,1420,,1310,0,0,0,,,1,16,,,12,1,0,1310,15.6649831649832,20,0,,5,2620,20,5
9728,-3.720543,40.450031,,,,0,0,,,,,,10,,,0,,,,3,,0,,0,0,,0,,,,7,,0,,,5,,0,,,,,,,,20,,,9,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,,,0,,1,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,4,,,
9729,-3.719695,40.370455,,,,0,0,,,0,,,4,,,0,,,,0,,0,,0,0,,0,,,,6,,0,,,5,,0,,,,,1331,,,7,,,6,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,7,0,,1,,,5,0,0,,,0,0,,0,0,,,,,0,288,0,,,,0,0,0,,,,3,,,0,0,0,,,,0,,1,,,6
9730,-3.720977,40.490599,,,,0,0,,,0,2,,8,,,0,,0,,7,,0,,1,0,,0,,,,5,,0,,,5,,0,,,,2,1373,,0,35,,,22,,0,0,,0,,,,,,0,0,,,2,,0,0,,,,,,,0,0,274,0,,0,,,127,0,0,,0,0,3,,0,0,,,,,0,13905,0,,,,0,0,0,,,,1,,,0,0,0,,,,0,2,0,,,4
9731,-3.720127,40.411024,0.758,,,1,0,1,,0,1,,6,1,,1,0,0,,18,0,0,1,1,20,3132.91666666667,0,4,0,,100,0,0,1247.08333333333,1,54,1566.45833333333,0,,2,1566.45833333333,2,1347,5,0,231,291,9,97,1885.83333333333,0,1,11,0,5,900,37,,,1,0,,1,2,201,3,0,,4,1,,,1,10,0,1825,0,4,1,446,,868,0,0,,0,0,6,,6,0,0,1,1,4,2,71286,0,900,,900,0,0,0,,,1,13,,,36,0,0,900,10.9756097560976,1,0,2,4,900,1,5
9732,-3.719281,40.331447,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
9733,-3.72056,40.451592,,,,0,0,,,,,,10,,,0,,,,1,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,,,,10,,,8,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,1,,,
9734,-3.719712,40.372016,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,2,,0,,,2,,0,,,,,,,,7,,,6,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,1,,,
9735,-3.720994,40.492159,,,,0,0,,,,,,,,,0,,,,5,,0,,1,0,,0,,,,10,,0,,,6,,0,,,,,,,,28,,,21,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,3,,,0,,0,,,,0,0,,,0,2,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,2,,,
9736,-3.720144,40.412584,1.785,,,2,0,1.5,,0,1,,5,1.5,,6,0.5,0,,27,0.5,0,2,8,32,11436.6666666667,1,1.5,0,,170,0,0,1064.58333333333,2,73,1633.80952380952,0,,7,1551.25,2,1348,13,0,328,292,19,117,2129.16666666667,0,2,33,0,14,850,232,,,0,0,,3,2,598,8,0,,1.5,3,,,3,13,0,2092,0,0,2,447,,1150,0,0,,0,0,13,,7,0,1,1,3,3,5,82350,0,950,,916.666666666667,0,0,1,,,1,41,,,44,0,0,950,12.3248128682911,3,0,2,3,2750,0,4
9737,-3.719297,40.333008,,,,0,0,,,,,,4,,,0,,,,0,,0,,0,0,,0,,,,8,,0,,,5,,0,,,,,,,,13,,,8,,0,0,,0,,,,,,1,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,1,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
9738,-3.720577,40.453152,,,,0,0,,,,,,,,,0,,,,1,,0,,0,0,,0,,,,5,,0,,,5,,0,,,,,,,,7,,,6,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,1,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
9739,-3.721011,40.493719,,,,0,0,,,,,,,,,0,,,,3,,0,,1,0,,0,,,,10,,0,,,6,,0,,,,,,,,15,,,11,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,3,,,0,,0,,,,0,0,,,0,1,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,2,,,
9740,-3.719728,40.373576,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,2,,0,,,2,,0,,,,,,,,4,,,4,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,1,,,
9741,-3.72016,40.414144,0.6525,,,1,0,17.5,,0,3,,5,17.5,,4,1,1,,31,1,0,2,7,12,3650,2,3,0,,156,1,0,1825,2,79,1825,0,,2,1825,3,1349,4,2,300,293,5,117,1825,1,1,11,2,4,1000,51,,,0,0,,35,3,165,9,0,,3,2,,,2,14,0,476,0,3,0,448,,268,0,0,,3,0,13,,5,0,0,1,2,3,2,26595,0,1250,,1125,0,0,2,,,1,7,,,23,0,1,1125,11.2997957099081,28,0,1,3,2250,7,4
9742,-3.719314,40.334568,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,12,,0,,,8,,0,,,,,,,,12,,,8,,0,0,,0,,,,,,1,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,1,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
9743,-3.720593,40.454712,,,,0,0,,,,2,,,,,0,,0,,1,,0,,0,0,,0,,,,3,,0,,,3,,0,,,,2,,,0,8,,,8,,0,0,,0,,,,,,0,0,,,2,,0,0,,,,,,,0,,,0,,0,,,,0,0,,2,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,2,1,,,
9744,-3.721027,40.49528,,,,0,0,,,,,,,,,2,,,,2,,0,,0,0,,0,,,,3,,0,,,3,,0,,,,,,,,15,,,11,,0,0,,0,,,,,,0,0,,,,,2,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
9745,-3.719745,40.375136,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,3,,0,,,3,,0,,,,,,,,6,,,6,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,1,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,3,,,
