rowid,lat,lon,abnb_tot_reviews_per_month,h_cat1txt,h_country,local200_n_agrupaciones,local300_n_shops24h,tp_reviews_med,h_name,cad_tot_srf_hotels,fl_n_user,h_locality,rn_med_tramo,tp_reviews_avg,h_subadministrativearea,local200_n_prox_noalim,tp_pricerange_med,fl_txt_madrid,h_phone,local300_n_restaurants,tp_pricerange_avg,local200_n_alojamiento,tp_offers_tot,local200_n_prox_supers,local200_n_prox_fresco,rn_ab_tot_price,local300_n_locutoris,tp_rating_med,tp_pricerange_3,h_language,local200_n_locales,tp_pricerange_2,local200_n_sex,rn_ab_min_price,tp_pricerange_tot,local200_n_epigrafes,rn_ab_avg_price,local200_n_shops24h,h_longitude,rn_ab_offer,rn_ab_med_price,fl_n_date,cad_pk,abnb_tot_owners,fl_n_tourists,local300_n_locales,tp_pk,abnb_tot_beds,local300_n_epigrafes,rn_ab_max_price,local200_n_locutoris,local300_n_agrupaciones,abnb_tot_hosts_listings,local200_n_fiesta,abnb_tot_offer,rn_fc_min_price,abnb_tot_reviews,h_body,h_cat1cod,local300_n_vacios,local200_n_desconocidos,h_cat2txt,tp_reviews_tot,fl_n_posts,abnb_tot_price,local300_n_prox_noalim,local300_n_sex,h_cat3txt,tp_rating_avg,fc_tot_offer,h_title,h_fax,rn_fc_offer,local200_n_restaurants,cad_tot_hotels,cad_tot_hab,local300_n_alquillercoche,tp_rating_min,local200_n_prox_educacion,abnb_pk,h_email,cad_tot_houses,local200_n_prox_alcohol,local300_n_prox_supersbig,h_web,fl_tag_madrid,local200_n_prox_supersbig,local300_n_prox_supers,h_zipcode,local300_n_prox_pastelerias,local300_n_prox_alcohol,tp_pricerange_1,tp_pricerange_0,fc_tot_owners,tp_rating_max,local200_n_prox_pastelerias,cad_tot_srf_houses,local200_n_vacios,rn_fc_max_price,h_latitude,rn_fc_avg_price,local200_n_shops,local200_n_alquillercoche,local300_n_fiesta,h_cat3cod,h_id,tp_rating_tot,cad_tot_parcs,h_address,h_cat2cod,local300_n_prox_fresco,local300_n_alojamiento,local300_n_desconocidos,rn_fc_med_price,fc_avg_price,tp_reviews_max,local300_n_shops,fl_n_locals,local300_n_prox_educacion,rn_fc_tot_price,tp_reviews_min,cad_med_consq
4847,-3.619127,40.385862,,,,0,0,,,,,,,,,0,,,,2,,0,,0,0,,0,,,,4,,0,,,0,,0,,,,,,,,28,,,5,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
4848,-3.619498,40.426431,,,,0,0,,,0,,,1,,,3,,,,22,,0,,2,5,,4,,,,85,,0,,,34,,0,,,,,5154,,,178,,,54,,1,0,,0,,,,,,0,0,,,,,3,0,,,,,,,8,0,457,0,,1,,,228,0,0,,,0,4,,4,0,,,,,1,11409,0,,,,0,0,0,,,,15,,,19,0,0,,,,0,,3,,,7
4849,-3.619871,40.466999,,,,,0,,,,4,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,,,,,4,,,7,5,,,5,,,0,,,,,,,,0,,,,8,,0,0,,,,,,,,,,1,,,,,,,0,,2,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,1,0,,,
4850,-3.619141,40.387422,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,1,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
4851,-3.619513,40.427991,,,,0,0,,,0,,,1,,,1,,,,32,,0,,2,18,,5,,,,118,,0,,,46,,0,,,,,5155,,,285,,,71,,3,0,,0,,550,,,,1,0,,,,,3,0,,,5,,,5,18,0,1280,0,,0,,,663,0,0,,,0,4,,6,1,,,4,,3,32476,0,700,,600,0,0,0,,,,72,,,25,0,0,550,11.156228956229,,0,,2,3000,,7
4852,-3.620619,40.548136,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
4853,-3.619885,40.46856,,,,,0,,,,4,,,,,,,0,,0,,,,,,,0,,,,,,,,,,,,,,,4,,,18,1,,,1,,,0,,,,,,,,0,,,,20,,0,0,,,,,,,,,,0,,,,,,,0,,0,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,2,0,,,
4854,-3.619155,40.388982,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,0,,0,,,,,,,,6,,,5,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
4855,-3.619527,40.429551,,,,0,0,,,0,1,,1,,,1,,1,,21,,0,,1,18,,3,,,,165,,0,,,55,,0,,,,1,5156,,0,197,,,64,,3,0,,0,,,,,,0,0,,,1,,1,0,,,,,,,17,0,700,0,,0,,,321,1,0,,1,0,2,,4,1,,,,,4,17574,0,,,,0,0,0,,,,27,,,19,0,0,,,,0,1,1,,,7
4856,-3.6199,40.47012,,,,,,,,,3,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,4,,,4,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
4857,-3.619169,40.390543,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,2,,0,,,1,,0,,,,,,,,8,,,6,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
4858,-3.619541,40.431112,,,,0,0,,,0,,,1,,,0,,,,17,,0,,0,2,,5,,,,81,,0,,,23,,0,,,,,5157,,,184,,,54,,0,0,,0,,,,,,0,0,,,,,1,0,,,,,,,8,0,456,0,,0,,,222,1,0,,,0,2,,3,1,,,,,2,11668,0,,,,0,0,0,,,,17,,,12,0,0,,,,0,,3,,,7
4859,-3.619914,40.47168,,,,,,,,,2,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
4860,-3.619184,40.392103,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,2,,0,,,2,,0,,,,,,,,7,,,5,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
4861,-3.619556,40.432672,,,,,0,,,0,,,1,,,,,,,9,,,,,,,3,,,,,,,,,,,,,,,,5158,,,113,,,48,,,0,,,,600,,,,0,,,,,,0,0,,,1,,,1,,0,479,0,,,,,265,,0,,,,4,,2,0,,,1,,,13858,,600,,600,,,0,,,,19,,,7,0,0,600,13.3333333333333,,0,,4,600,,7
4862,-3.620662,40.552816,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
4863,-3.619928,40.473241,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
4864,-3.619198,40.393663,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,2,,0,,,2,,0,,,,,,,,4,,,4,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
4865,-3.61957,40.434232,4.02,,,0,0,7,,0,,,9,7,,0,0,,,9,0,0,1,0,0,2068.33333333333,3,4,0,,1,0,0,2068.33333333333,1,1,2068.33333333333,0,,1,2068.33333333333,,5159,1,,79,2079,3,35,2068.33333333333,0,0,7,0,1,850,121,,,0,0,,7,,68,0,0,,4,3,,,3,0,0,311,0,4,0,2433,,164,0,0,,,0,5,,3,0,0,1,2,4,0,16053,0,1250,,983.333333333333,0,0,0,,,1,2,,,7,0,0,850,12.2113617376775,7,0,,0,2950,7,3.5
4866,-3.619212,40.395224,,,,,0,,,,,,8,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,13,,,11,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,2,,,
4867,-3.619584,40.435793,,,,0,0,,,0,,,9,,,0,,,,8,,0,,0,1,,0,,,,17,,0,,,14,,0,,,,,5160,,,44,,,31,,0,0,,0,,825,,,,0,0,,,,,0,0,,,1,,,1,2,0,495,0,,0,,,261,0,0,,,0,0,,1,0,,,1,,1,24301,0,825,,825,0,0,0,,,,2,,,1,1,0,825,10.7142857142857,,0,,1,825,,3.507605
4868,-3.619227,40.396784,,,,0,0,5,,,1,,,5,,0,0,0,,11,0,0,2,0,0,,0,1.5,0,,10,0,0,,1,9,,0,,,,1,,,0,71,2074,,49,,0,1,,0,,,,,,0,0,,10,1,,2,0,,1.5,,,,,1,,,0,0,1,,,,0,0,,0,0,2,,2,0,0,2,,3,0,,0,,,,0,0,0,,,1,,,,4,0,0,,,10,0,1,3,,0,
4869,-3.619599,40.437353,,,,0,0,11,,0,,,9,11,,0,2,,,17,2,1,1,1,7,,0,4,0,,41,1,0,,1,28,,0,,,,,5161,,,97,2080,,54,,0,0,,0,,,,,,0,0,,11,,,0,0,,4,,,,,6,0,350,0,4,0,,,172,0,0,,,0,2,,3,0,0,0,,4,2,18450,0,,,,0,0,0,,,1,1,,,10,1,0,,,11,0,,1,,11,4
4870,-3.619972,40.477921,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
4871,-3.619241,40.398344,,,,1,0,,,0,,,7,,,10,,,,21,,0,,1,9,,0,,,,131,,0,,,69,,0,,,,,5144,,,181,,,80,,0,1,,0,,,,,,0,1,,,,,11,0,,,,,,,18,0,780,0,,2,,,327,0,0,,,0,3,,3,0,,,,,3,29537,0,,,,0,0,1,,,,2,,,11,0,2,,,,0,,3,,,4.42735
4872,-3.619613,40.438913,,,,0,0,20,,0,,,7,20,,0,1,,,28,1,1,1,1,8,,0,3.5,0,,47,0,0,,1,29,,0,,,,,5162,,,133,2081,,61,,0,0,,0,,,,,,2,0,,20,,,0,0,,3.5,,,,,8,0,235,0,3.5,0,,,173,0,0,,,0,2,,5,0,1,0,,3.5,2,9479,0,,,,0,0,0,,,1,2,,,12,1,0,,,20,0,,1,,20,4
4873,-3.619255,40.399905,,,,1,0,,,0,1,,5.5,,,12,,0,,22,,0,,2,14,,1,,,,149,,0,,,70,,0,,,,1,5145,,0,203,,,86,,1,1,,0,,,,,,0,1,,,1,,13,0,,,,,,,17,0,726,0,,0,,,293,0,0,,0,0,2,,5,0,,,,,3,25899,0,,,,0,0,1,,,,2,,,21,0,2,,,,0,1,2,,,4.178725
4874,-3.619627,40.440474,,,,0,0,21,,,1,,7,21,,0,1,0,,26,1,0,1,0,0,,0,3,0,,48,0,0,,1,27,,0,,,,1,,,0,117,2082,,58,,0,0,,0,,,,,,2,1,,21,1,,0,0,,3,,,,,10,,,0,3,0,,,,0,0,,1,0,0,,3,0,1,0,,3,0,,1,,,,0,0,0,,,1,,,,4,1,1,,,21,0,1,2,,21,
4875,-3.620374,40.52161,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
4876,-3.61927,40.401465,,,,0,0,20,,0,1,,4,20,,3,0,0,,18,0,0,1,1,11,,1,4,0,,58,0,0,,1,37,,0,,,,8,5146,,0,203,2075,,81,,1,1,,0,,,,,,0,0,,20,8,,11,0,,4,,,,,5,0,1118,0,4,0,,,451,0,0,,0,0,2,,4,0,0,1,,4,2,39534,0,,,,0,0,1,,,1,3,,,21,0,1,,,20,0,8,1,,20,4.40128
4877,-3.619642,40.442034,,,,0,0,,,,1,,7,,,0,,0,,12,,0,,0,0,,0,,,,24,,0,,,18,,0,,,,1,,,0,66,,,35,,0,0,,0,,,,,,1,1,,,1,,0,0,,,,,,,5,,,0,,0,,,,0,0,,0,0,0,,1,0,,,,,0,,1,,,,0,0,0,,,,,,,1,0,1,,,,0,1,0,,,
4878,-3.619284,40.403025,0,,,0,0,,,0,,,8,,,1,,,,9,,0,,1,5,,1,,,,69,,0,,,39,,0,,,,,5147,1,,132,,1,61,,0,0,1,0,1,,0,,,0,0,,,,23,5,0,,,,,,,5,0,725,0,,1,2431,,307,0,0,,,0,2,,4,0,,,,,1,31551,0,,,,0,0,0,,,,3,,,14,0,0,,,,0,,1,,,4.15721
4879,-3.619656,40.443594,,,,0,0,,,,,,10,,,0,,,,7,,0,,0,0,,0,,,,12,,0,,,5,,0,,,,,,,,56,,,30,,0,0,,0,,,,,,1,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,1,0,1,,,,0,,0,,,
4880,-3.620029,40.484163,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,
4881,-3.618927,40.364017,,,,,,16,,0,,,6,16,,,0,,,,0,,1,,,,,3.5,0,,,0,,,1,,,,,,,,5131,,,,2070,,,,,,,,,,,,,,,,16,,,,,,3.5,,,,,,0,36,,3.5,,,,36,,,,,,,,,,0,1,,3.5,,1539,,,,,,,,,,1,9,,,,,,,,16,,,,,16,4
4882,-3.619298,40.404586,,,,0,0,,,,1,,8,,,2,,0,,7,,0,,1,4,,0,,,,65,,0,,,45,,0,,,,1,,,0,97,,,51,,0,0,,0,,,,,,0,0,,,1,,3,0,,,,,,,6,,,0,,1,,,,0,0,,0,0,1,,2,0,,,,,2,,0,,,,0,0,0,,,,,,,5,0,0,,,,0,1,2,,,
4883,-3.61967,40.445155,,,,0,0,,,0,,,10,,,0,,,,0,,0,,0,1,,0,,,,21,,0,,,6,,0,,,,,5163,,,24,,,8,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,4,0,,0,,,2,0,0,,,0,0,,0,0,,,,,0,2418,0,,,,0,0,0,,,,1,,,1,0,0,,,,0,,0,,,8.81474
4884,-3.618941,40.365577,,,,0,0,28,,0,,,3,28,,0,2,,,5,2,0,1,0,0,,0,3.5,0,,3,1,0,,1,0,,0,,,,,5132,,,20,2071,,12,,0,0,,0,,,,,,0,0,,28,,,0,0,,3.5,,,,,0,0,277,0,3.5,0,,,257,0,0,,,0,2,,1,0,0,0,,3.5,0,16848,0,,,,0,0,0,,,1,2,,,2,0,0,,,28,0,,0,,28,3.5
4885,-3.619312,40.406146,,,,0,0,,,,,,,,,2,,,,4,,0,,0,2,,0,,,,32,,0,,,28,,0,,,,,,,,54,,,42,,0,0,,0,,,,,,0,0,,,,,2,0,,,,,,,1,,,0,,1,,,,0,0,,,0,1,,2,0,,,,,1,,0,,,,0,0,0,,,,,,,3,0,0,,,,0,,2,,,
4886,-3.619685,40.446715,,,,0,0,,,0,,,9,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,0,,0,,,,,5164,,,20,,,6,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,52,0,,0,,,35,0,0,,,0,0,,0,0,,,,,0,1961,0,,,,0,0,0,,,,10,,,1,0,0,,,,0,,0,,,3
4887,-3.618955,40.367137,,,,0,0,,,0,1,,3,,,1,,0,,7,,0,,2,3,,0,,,,28,,0,,,17,,0,,,,1,5133,,0,50,,,22,,0,0,,0,,,,,,0,0,,,1,,1,0,,,,,,,5,0,198,0,,0,,,183,0,0,,0,0,2,,1,0,,,,,1,18468,0,,,,0,0,0,,,,2,,,3,0,0,,,,0,1,1,,,4
4888,-3.619327,40.407707,,,,0,0,,,,,,1,,,0,,,,0,,0,,0,0,,0,,,,2,,0,,,2,,0,,,,,,,,18,,,16,,0,0,,0,,,,,,0,0,,,,,1,0,,,,,,,0,,,0,,1,,,,0,0,,,0,0,,1,0,,,,,0,,0,,,,0,0,0,,,,,,,2,0,0,,,,0,,1,,,
4889,-3.619699,40.448275,,,,,0,,,0,1,,9,,,,,0,,0,,,,,,,0,,,,,,,,,,,,,,,1,5165,,0,4,,,1,,,0,,,,,,,,0,,,,1,,0,0,,,,,,,,0,32,0,,,,,22,,0,,1,,0,,0,0,,,,,,1637,,,,,,,0,,,,8,,,0,0,0,,,,0,1,0,,,3
4890,-3.61897,40.368698,,,,0,0,,,0,1,,3,,,1,,0,,8,,0,,2,3,,0,,,,40,,0,,,20,,0,,,,1,5134,,0,60,,,27,,0,0,,0,,,,,,0,0,,,1,,1,0,,,,,,,6,0,55,0,,1,,,51,0,0,,1,0,2,,1,0,,,,,1,3760,0,,,,0,0,0,,,,1,,,3,0,0,,,,0,1,2,,,4
4891,-3.619341,40.409267,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,2,,,2,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,1,,,
4892,-3.619713,40.449836,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,2,,,2,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,1,,,
4893,-3.618984,40.370258,,,,0,0,,,0,,,5,,,0,,,,13,,0,,0,0,,0,,,,39,,0,,,8,,0,,,,,5135,,,114,,,35,,0,0,,0,,,,,,1,0,,,,,1,0,,,,,,,3,0,1051,0,,1,,,445,0,0,,,0,1,,1,0,,,,,0,37725,0,,,,0,0,0,,,,15,,,3,0,0,,,,0,,4,,,4
4894,-3.62046,40.530972,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
4895,-3.619355,40.410827,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,0,,0,,,,,,,,1,,,0,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
4896,-3.619728,40.451396,,,,0,0,,,0,,,10,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,5166,,,4,,,4,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,27,0,,0,,,14,0,0,,,0,0,,0,0,,,,,0,3124,0,,,,0,0,0,,,,13,,,0,0,0,,,,0,,0,,,4
4897,-3.618998,40.371819,0.375,,,0,0,,,0,,,4,,,1,,,,15,,0,,1,1,1520.83333333333,0,,,,98,,0,1520.83333333333,,30,1520.83333333333,0,,1,1520.83333333333,,5136,2,,186,,2,50,1520.83333333333,0,0,2,0,2,600,7,,,1,0,,,,69,5,0,,,1,,,1,7,0,1394,0,,2,2429,,607,0,0,,,0,1,,0,0,,,1,,0,44270,1,600,,600,0,0,0,,,,37,,,1,0,0,600,13.3333333333333,,0,,5,600,,4.3212
4898,-3.61937,40.412388,,,,0,0,,,,,,,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,0,,0,,,,,,,,1,,,0,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
4899,-3.619742,40.452956,,,,0,0,,,0,,,10,,,0,,,,0,,0,,0,0,,0,,,,4,,0,,,4,,0,,,,,5167,,,11,,,11,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,326,0,,0,,,189,0,0,,,0,0,,0,0,,,,,0,11002,0,,,,0,0,0,,,,7,,,0,0,0,,,,0,,2,,,4
4900,-3.620115,40.493525,,,,,,,,0,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,62,,,,,,186,,,,,,,,,,,,,,,19416,,,,,,,,,,,1,,,,,,,,,,,,,,4
4901,-3.619012,40.373379,,,,0,0,6.5,,0,,,1,6.5,,4,1,,,31,1,0,2,4,11,,3,3.5,0,,196,1,0,,2,62,,0,,,,,5137,,,477,2072,,108,,0,1,,0,,,,,,3,0,,13,,,11,0,,3.5,,,,,13,0,915,0,2.5,1,,,426,0,0,,,0,6,,6,1,0,1,,4.5,3,29153,1,,,,0,0,0,,,2,27,,,33,0,0,,,11,0,,5,,2,5
4902,-3.619384,40.413948,,,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,,,,,,,,,1,,,0,,,0,,,,,,,,0,,,,,,0,0,,,,,,,,,,0,,,,,,,0,,,,0,,0,0,,,,,,,,,,,,,0,,,,,,,0,0,0,,,,0,,0,,,
4903,-3.619756,40.454517,,,,0,0,63.5,,0,,,10,63.5,,0,2,,,12,2,0,2,0,0,,0,2.5,0,,13,2,0,,1,11,,0,,,,,5168,,,49,2083,,34,,0,0,,0,,,,,,0,0,,127,,,0,0,,2.5,,,,,1,0,862,0,2.5,2,,,503,0,0,,,0,0,,2,0,0,0,,2.5,0,52882,0,,,,0,0,0,,,1,4,,,3,0,0,,,110,0,,2,,17,3.12546
4904,-3.620129,40.495085,,,,,,,,0,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,35,,,,,,107,,,,,,,,,,,,,,,11267,,,,,,,,,,,1,,,,,,,,,,,,,,4
4905,-3.619027,40.374939,,,,1,0,,,0,,,1,,,8,,,,36,,0,,6,40,,4,,,,403,,0,,,101,,0,,,,,5138,,,575,,,121,,4,1,,0,,,,,,4,0,,,,,10,0,,,,,,,23,0,1025,0,,1,,,514,1,0,,,0,9,,7,1,,,,,6,27702,3,,,,0,0,0,,,,40,,,46,0,0,,,,0,,5,,,6
4906,-3.619398,40.415508,,,,0,0,,,,,,8,,,0,,,,0,,0,,0,0,,0,,,,1,,0,,,1,,0,,,,,,,,2,,,2,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,,,0,,0,,,,0,0,,,0,0,,0,0,,,,,0,,0,,,,0,0,0,,,,,,,0,0,0,,,,0,,0,,,
4907,-3.619771,40.456077,,,,0,0,100,,0,4,,10,112.714285714286,,0,2,3,,23,1.71428571428571,0,7,0,3,,0,3,0,,37,5,0,,2,23,,0,,,,4,5169,,0,63,2084,,35,,0,0,,0,,1600,,,,0,0,,789,5,,0,0,,3.28571428571429,1,,,1,12,0,172,0,2.5,2,,,93,0,0,,3,0,0,,2,0,2,0,1,4,2,11481,0,1600,,1600,0,0,0,,,4,1,,,3,0,0,1600,13.9130434782609,360,0,5,2,1600,4,3.02585
4908,-3.619041,40.3765,,,,0,0,,,0,,,5,,,5,,,,37,,0,,5,25,,5,,,,348,,0,,,98,,0,,,,,5139,,,571,,,125,,3,1,,0,,,,,,3,0,,,,,8,0,,,,,,,20,0,916,0,,2,,,392,1,0,,,0,7,,5,1,,,,,3,25453,2,,,,0,0,0,,,,24,,,44,0,0,,,,0,,7,,,6
4909,-3.619413,40.417069,,,,0,0,,,0,,,8,,,0,,,,0,,0,,0,0,,0,,,,2,,0,,,2,,0,,,,,5148,,,3,,,2,,0,0,,0,,,,,,0,0,,,,,0,0,,,,,,,0,0,412,0,,0,,,229,0,0,,,0,0,,0,0,,,,,0,22277,0,,,,0,0,0,,,,3,,,0,0,0,,,,0,,0,,,4
4910,-3.619785,40.457637,,,,0,0,66,,,1,,10,66,,0,2,0,,24,2,0,1,0,3,,0,3,0,,35,1,0,,1,18,,0,,,,1,,,0,74,2085,,41,,0,0,,0,,,,,,0,0,,66,1,,0,0,,3,,,,,16,,,0,3,0,,,,0,2,,0,0,0,,3,0,0,0,,3,2,,0,,,,0,0,0,,,1,,,,10,0,0,,,66,0,1,2,,66,
4911,-3.619055,40.37806,,,,0,0,,,0,,,3,,,2,,,,31,,0,,3,14,,4,,,,222,,0,,,85,,0,,,,,5140,,,477,,,123,,1,0,,0,,650,,,,6,0,,,,,14,0,,,1,,,1,23,0,698,0,,11,,,301,0,0,,,0,5,,4,1,,,1,,2,21449,1,650,,650,0,0,0,,,,15,,,21,0,0,650,10.3174603174603,,0,,14,650,,6
4912,-3.619427,40.418629,0.38,,,0,0,6.5,,0,1,,8,6.5,,0,0,0,,15,0,0,2,0,0,,1,3.5,0,,10,0,0,,1,10,,0,,,,1,5149,1,0,151,2076,1,71,,1,1,1,0,1,750,3,,,1,0,,13,1,33,8,0,,3.5,1,,,1,2,0,502,0,3,1,2432,,279,0,2,,0,0,1,,2,0,0,2,1,4,0,25921,0,750,,750,0,0,0,,,2,5,,,16,0,0,750,12.5,9,0,1,1,750,4,4
4913,-3.619799,40.459198,,,,0,0,,,,1,,,,,0,,1,,24,,0,,0,0,,0,,,,14,,0,,,8,,0,,,,1,,,0,70,,,38,,0,0,,0,,,,,,0,0,,,1,,0,0,,,,,,,7,,,0,,0,,,,0,2,,1,0,0,,3,0,,,,,0,,0,,,,0,0,0,,,,,,,10,0,0,,,,0,1,0,,,
4914,-3.619069,40.37962,,,,0,0,25,,0,,,3,25,,12,2,,,35,2,0,1,2,9,,2,2.5,0,,212,1,0,,1,89,,0,,,,,5141,,,526,2073,,129,,2,2,,0,,500,,,,5,0,,25,,,20,0,,2.5,3,,,3,16,0,1039,0,2.5,15,,,486,0,0,,,0,6,,4,0,0,0,2,2.5,2,33186,4,650,,600,0,0,0,,,1,35,,,41,0,0,650,10.3703703703704,25,0,,19,1800,25,6
4915,-3.620547,40.540334,,,,,,,,,1,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,0,,,,,,,,,,,900,,,,,,,,1,,,,,,2,,,2,,,,,,,,,,,,,0,,,,,,,,2,,,,,950,,925,,,,,,,,,,,,,925,10.1630434782609,,,1,,1850,,
4916,-3.619441,40.420189,,,,1,0,0,,0,,,2,0,,8,0,,,20,0,0,1,1,16,,1,0,0,,158,0,0,,1,74,,0,,,,,5150,,,182,2077,,81,,1,1,,0,,,,,,1,0,,0,,,9,0,,0,,,,,17,0,588,0,0,1,,,234,0,2,,,2,1,,2,0,0,1,,0,2,20871,1,,,,0,0,0,,,0,9,,,16,0,0,,,0,0,,3,,0,7
